,type,bedroom,bathroom,size(sqft),address,price,address,url
3700,Appartement,4 1/2,1,Non,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",1 500,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-a-longueuil-a-deux-pas-du-metro-longueuil/1579595002
3701,Appartement,4 1/2,1,Non,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",1 286,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-disponible-a-deux-pas-du-metro-longueuil/1579594991
3702,Appartement,3 1/2,1,Non,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",1 050,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/3-1-2-a-louer-a-cote-du-metro-longueuil/1534177507
3703,Appartement,4 1/2,1,Non,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",1 300,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-longueuil-a-cote-du-metro-longueuil/1524778995
3704,Appartement,3 1/2,1,Non,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",1 060,"1155, rue St-Charles ouest, Longueuil, QC, J4K 0B7",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/3-1-2-a-louer-a-cote-du-metro-longueuil/1505845616
3705,Appartement,4 1/2,2,1 050,"219 Rue Calixa Lavallée, J7Y 0P5, Saint-Jérôme, QC",1 735,"219 Rue Calixa Lavall�e, J7Y 0P5, Saint-J�r�me, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-a-louer-nouvelle-construction/1580597530
3706,Appartement,3 1/2,1,550,"250 Bd Saint-Joseph E, Montréal, QC H2T, Canada",1 300,"250 Bd Saint-Joseph E, Montr�al, QC H2T, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/louez-et-sauvez-les-frais-de-condos-rent-and-save-condo-fees/1581752334
3707,Appartement,5 1/2,2,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",2 475,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-3-bedroom-for-rent-in-cote-st-luc/1569483423
3708,Appartement,4 1/2,1,Non,"8035 Saint-Laurent Boulevard, Brossard, QC, J4X 0B1",1 860,"8035 Saint-Laurent Boulevard, Brossard, QC, J4X 0B1",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-style-2-bdrm-4-1-2-bdrm-apartment-for-rent-in-brossard/1505782840
3709,Appartement,4 1/2,1,Non,"468 rue Saint-Grégoire, Montreal, QC, H2J 0B6",2 000,"468 rue Saint-Gr�goire, Montreal, QC, H2J 0B6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-neuf-apartment-condo-a-louer-for-rent-plateau-mont-royal/1520767949
3710,Appartement,3 1/2,1,1,"2260 Av. Madison, Montréal, QC H4B 2T6, Canada",920,"2260 Av. Madison, Montr�al, QC H4B 2T6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-in-ndg/1575100562
3711,Appartement,4 1/2,1,950,"2111 Rue Papineau, Longueuil, QC J4K 3L9, Canada",1 150,"2111 Rue Papineau, Longueuil, QC J4K 3L9, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/rez-de-chaussee-dun-duplex-a-louer-apt-in-a-duplex-for-rent/1582059443
3712,Appartement,3 1/2,1,550,"1433 rue de la Gare, J7N 0X8, Mascouche, QC",Sur,"1433 rue de la Gare, J7N 0X8, Mascouche, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-4-1-2-a-louer-mascouche-nouvelle-construction/1581358452
3713,Appartement,4 1/2,1,1 000,"1074 Bd Sainte-Foy, Longueuil, QC J4K 1W4, Canada",1 500,"1074 Bd Sainte-Foy, Longueuil, QC J4K 1W4, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartement-4-1-2-neuf-cession-de-bail-locatif/1581389728
3714,Appartement, 4 1/2 et coin détente,1.5,1 500,"763 Bd Saint-Joseph E, Montréal, QC H2J 1K3, Canada",1 770,"763 Bd Saint-Joseph E, Montr�al, QC H2J 1K3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-2-1-bedrooms-metro-laurier-plateau-garage/1581416171
3715,Appartement,3 1/2,1,800,"H3K 0B3, Canada",1 360,"H3K 0B3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-for-rent/1580672137
3716,Appartement, 1 ½ ou 2 ½,1,750,"h3e1e6, Canada",950,"h3e1e6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-rent-ile-des-soeurs-montreal/1581050443
3717,Appartement, 1 ½ ou 2 ½,1,300,"1225 Rue Saint-Marc, Montréal, QC H3H 2E7, Canada",1 123,"1225 Rue Saint-Marc, Montr�al, QC H3H 2E7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/available-now-gorgeous-studio-apartment-downtown-montreal/1581362020
3718,Appartement,4 1/2,1,1,"3359 Rue French, Montréal, QC H1L 4S6, Canada",950,"3359 Rue French, Montr�al, QC H1L 4S6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-4-1-2/1581413377
3719,Appartement,3 1/2,3.5,1,"H2M1S2, Canada",895,"H2M1S2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-895/1581407310
3720,Appartement,4 1/2,1,950,"1868 avenue Bourbonnière, H1W3N6, Montréal, QC",1 800,"1868 avenue Bourbonni�re, H1W3N6, Montr�al, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-avec-garage-double-hochelaga-homa/1581394059
3721,Appartement, 4 1/2 et coin détente,1,950,"734 7e Avenue, Lachine, QC H8S 3A3, Canada",1 375,"734 7e Avenue, Lachine, QC H8S 3A3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-plus-office-for-rent-in-lachine/1581370353
3722,Appartement, 5 1/2 et coin détente,1,950,"2397 Rue Wurtele, Montréal, QC H2K 2R1, Canada",2 300,"2397 Rue Wurtele, Montr�al, QC H2K 2R1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-de-ville-avec-jaccuzi-semi-meuble-tout-inclus/1581396683
3723,Appartement,4 1/2,1,1 400,", Montreal H3N2C6 QC, Canada",970,", Montreal H3N2C6 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/41-2-available-for-rent-in-parc-from-1-st-september/1581398274
3724,Appartement,3 1/2,1,600,"101 rue Murray, Montreal, QC, H3C 1X2",2 500,"101 rue Murray, Montreal, QC, H3C 1X2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bedroom-furnished/1572393297
3725,Appartement,3 1/2,1,Oui,"3501 Promenade-Saint-Martin, Laval, QC, H7N 0N7",2 200,"3501 Promenade-Saint-Martin, Laval, QC, H7N 0N7",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-1-br-furnished-apartment-laval-montreal/1572393028
3726,Appartement,4 1/2,1.5,Oui,"3501 Promenade-Saint-Martin, Laval, QC, H7N 0N7",2 800,"3501 Promenade-Saint-Martin, Laval, QC, H7N 0N7",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/equinoxe-4-1-2-2-br-furnished-apartment-laval-montreal/1572392868
3727,Appartement,3 1/2,1,Non,"1380 St-Catherine, Montreal, QC, H2L 4R9",Sur,"1380 St-Catherine, Montreal, QC, H2L 4R9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-rue-ste-catherine-est-2-1-2-3-1-2/1531240656
3728,Appartement,5 1/2,1,Non,"2349 Melrose, Montreal, QC, H4H 2R7",Sur,"2349 Melrose, Montreal, QC, H4H 2R7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-rue-melrose-3-1-2-5-1-2/1531240660
3729,Appartement, 1 ½ ou 2 ½,1,Non,"6380 Avenue Somerled, Montréal, QC, H4V 1S1",Sur,"6380 Avenue Somerled, Montr�al, QC, H4V 1S1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-rue-somerled-2-1-2-penthouse/1531240655
3730,Appartement,4 1/2,1,Non,"5550 Cote-St-Luc, Montreal, QC, H3X 2C9",Sur,"5550 Cote-St-Luc, Montreal, QC, H3X 2C9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartements-a-louer-5550-cote-st-luc/1531240654
3731,Appartement,3 1/2,1,Oui,"101 rue Murray, Montreal, QC, H3C 1X2",2 500,"101 rue Murray, Montreal, QC, H3C 1X2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/modern-and-spacious-one-bedroom-apartment-griffintown/1572392739
3732,Appartement,4 1/2,1,Non disponible,"2509 Montarville Street, Longueuil, QC, J4L 4C9",1 015,"2509 Montarville Street, Longueuil, QC, J4L 4C9",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-bdrm-available-at-2509-montarville-street-longueuil/1567418081
3733,Appartement,3 1/2,1,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",1 275,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-1-bedroom-apartment-for-rent-in-cote-st-luc/1525467825
3734,Appartement,3 1/2,1,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",1 275,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-chambre-appartements-de-type-condo/1525467826
3735,Appartement,3 1/2,1,800,"12386 Rue de Serres, Montréal, QC H4J 2H4, Canada",885,"12386 Rue de Serres, Montr�al, QC H4J 2H4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-pres-de-sacre-coeur/1581410273
3736,Appartement,3 1/2,1,500,"3455 Rue Aylmer, Montreal, QC, H2X 2B5",1 245,"3455 Rue Aylmer, Montreal, QC, H2X 2B5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/one-bed-near-mcgill-id-1453/1580419690
3737,Appartement,5 1/2,1.5,1 000,", H2G 1J6, Montreal, QC",1 400,", H2G 1J6, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-rdc-sous-sol-cours-arriere-petite-patrie-rosemont/1581407878
3738,Appartement,4 1/2,1,1 200,"650 Laurie, j4v2a6, Greenfield park, QC",1 275,"650 Laurie, j4v2a6, Greenfield park, QC",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/grand-4-1-2-entierement-renove/1581407096
3739,Appartement,4 1/2,1,1,", Montreal h4v2v6 QC, Canada",955,", Montreal h4v2v6 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-4-1-2-a-louer-955/1581406606
3740,Appartement, 1 ½ ou 2 ½,1,300,"3360 Rue Goyer, Montréal, QC H3S 1J1, Canada",865,"3360 Rue Goyer, Montr�al, QC H3S 1J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-cdn-renove/1581406481
3741,Appartement,5 1/2,1,800,"1946 Rue D'Iberville, Montréal, QC H2K 3E3, Canada",1 300,"1946 Rue D'Iberville, Montr�al, QC H2K 3E3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-frontenac-1-mn-tres-beau-5-1-2-2-ch-5-electro-menagers/1577447678
3742,Appartement,3 1/2,1,1,"2000 Rue Saint-Marc, Montréal, QC H3H 2N9, Canada",1 107,"2000 Rue Saint-Marc, Montr�al, QC H3H 2N9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1107-month-for-3-1-2-in-downtown-montreal/1581406251
3743,Appartement,5 1/2,1,1 044,"6385 Rue de Marseille, Montréal, QC H1N 1L5, Canada",1 095,"6385 Rue de Marseille, Montr�al, QC H1N 1L5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-a-louer-pour-le-1er-septembre-2021/1581405726
3744,Appartement,3 1/2,1,Non,"1705 rue William, Montreal, QC, H3J 1R3",1 750,"1705 rue William, Montreal, QC, H3J 1R3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-condo-appartement-a-louer-sud-ouest-griffintown/1520118690
3745,Appartement,3 1/2,1,675,"8425 Boul. Saint-Laurent, Montréal, QC H2P 2M7, Canada",1 175,"8425 Boul. Saint-Laurent, Montr�al, QC H2P 2M7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logements-a-louer-boulevard-st-laurent-montreal-quebec-canada/1563246578
3746,Appartement,3 1/2,1,515,"100-400 Place Juge Desnoyers, Laval, QC, H7G 4S2",1 199,"100-400 Place Juge Desnoyers, Laval, QC, H7G 4S2",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-5-a-louer-100-400-place-juge-desnoyers-laval-prime/1579920144
3747,Appartement,3 1/2,1,Non,"1200/1600 rue Decarie & 1205/1595 rue Ouimet, Montreal, QC, H4L 3N3",799,"1200/1600 rue Decarie & 1205/1595 rue Ouimet, Montreal, QC, H4L 3N3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bedroom-suites/1540770789
3748,Appartement,4 1/2,1,Non,"8035 Saint-Laurent Boulevard, Brossard, QC, J4X 0B1",1 860,"8035 Saint-Laurent Boulevard, Brossard, QC, J4X 0B1",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-style-2-bdrm-4-1-2-bdrm-apartment-for-rent-in-brossard/1505782840
3749,Appartement,4 1/2,1,900,"4465 Av. Bourbonnière, Montréal, QC H1X 2M3, Canada",995,"4465 Av. Bourbonni�re, Montr�al, QC H1X 2M3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-ligne-verte/1581403076
3750,Duplex/Triplex,5 1/2,1.5,1 200,", h4r1n3, Saint-laurent, QC, Canada",1 550,", h4r1n3, Saint-laurent, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/upper-5-1-2-haut-dun-duplex-ville-saint-laurent/1577436228
3751,Duplex/Triplex,6 1/2,2.5,1 000,"H2V1V1, Canada",2 850,"H2V1V1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-bedroom-fully-renovated-apartment/1577430500
3752,Duplex/Triplex,6 1/2,1,1 000,"Rue de Maricourt, Montréal, QC H4E 1V6, Canada",1 400,"Rue de Maricourt, Montr�al, QC H4E 1V6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-bedroom-apartment-near-joliecuer-metro-for-rent/1577401749
3753,Duplex/Triplex,6 1/2,1,1 200,"1835 Avenue Egan, Montréal, QC H4E 2J7, Canada",1 600,"1835 Avenue Egan, Montr�al, QC H4E 2J7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-bedroom-apartment-near-monk/1577397477
3754,Duplex/Triplex,4 1/2,1,1,"456 33e Ave, Lasalle, QC H8P 2Y8, Canada",1 375,"456 33e Ave, Lasalle, QC H8P 2Y8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-upper-duplex-for-rent-2-bedroom-balcony/1577392839
3755,Duplex/Triplex,6 1/2,1,900,"H2V 4H3, Canada",512,"H2V 4H3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/room-lease-transfer-in-the-mile-end/1577374038
3756,Duplex/Triplex,5 1/2,1,1 150,"H2N, Canada",1 550,"H2N, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-1-2-tout-renove-a-ahuntsic-a-cote-du-marche-central/1577330548
3757,Duplex/Triplex,5 1/2,1,1 100,"1778 Rue Walnut, Saint-Hubert, QC J4T 1G7, Canada",1 250,"1778 Rue Walnut, Saint-Hubert, QC J4T 1G7, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/available-on-aug-23-large-5-1-2-for-rent-top-of-triplex/1577329032
3758,Duplex/Triplex,4 1/2,1.5,645,"6671 Av. De Monts, H4E 2T3, Montreal, QC",1 350,"6671 Av. De Monts, H4E 2T3, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-new-condo-for-rent-1-mimute-to-metro-angrignon/1577289624
3759,Duplex/Triplex,5 1/2,1,1 100,"541 Rue Buchanan, Saint-Laurent, QC H4L 2T5, Canada",1 500,"541 Rue Buchanan, Saint-Laurent, QC H4L 2T5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bas-d-un-duplex-5-1-2-a-louer-ville-saint-laurent/1577300817
3760,Duplex/Triplex,5 1/2,2,1,"2597 Rue du Marlborough Court, Saint-Laurent, QC H4K 1M2, Canada",1 500,"2597 Rue du Marlborough Court, Saint-Laurent, QC H4K 1M2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/51-2-for-rent-in-saint-laurent/1577288072
3761,Duplex/Triplex,4 1/2,1,700,", H1L 4L6, Tétreauville, QC",950,", H1L 4L6, T�treauville, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-haut-de-duplex-a-montreal/1568479917
3762,Duplex/Triplex,3 1/2,1,650,"4018 Bordeaux, Montréal H2K 3Z5 QC",1 038,"4018 Bordeaux, Montr�al H2K 3Z5 QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-a-louer-montreal-balcons-ruelle-verte-chambre-fermee-nf/1577240458
3763,Duplex/Triplex, 6 1/2 et coin détente,1,800,", VAUDREUIL-DORION j7v 0k2 QC, Canada",1 500,", VAUDREUIL-DORION j7v 0k2 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/appartment-for-rent-a-louer/1577239824
3764,Duplex/Triplex,5 1/2,1,550,"6693 Rue d'Aragon, Montréal, QC H4E 3B4, Canada",950,"6693 Rue d'Aragon, Montr�al, QC H4E 3B4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-furnished-apt-3min-metro-monk-from-september-950/1577223717
3765,Duplex/Triplex,3 1/2,1,1 000,"6051 Rue Mazarin, Montréal, QC H4E 2X1, Canada",1 400,"6051 Rue Mazarin, Montr�al, QC H4E 2X1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-street-loft-avec-terrasse-toiture/1574044088
3766,Duplex/Triplex,6 1/2,1.5,1 000,"4418 Rue Berri, Montréal, QC H2J 2R1, Canada",2 000,"4418 Rue Berri, Montr�al, QC H2J 2R1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/61-2-appartement-rue-berri-plateau-mt-royal-metro-mt-royal/1577175706
3767,Duplex/Triplex,6 1/2,3,2 000,"H1P1X1, Canada",2 380,"H1P1X1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-family-home-4-bedrooms-duplex-for-rent/1577136488
3768,Duplex/Triplex,5 1/2,1,900,"8435 Rue Réjane, LaSalle, QC H8N 1Y9, Canada",1 300,"8435 Rue R�jane, LaSalle, QC H8N 1Y9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-rental-duplex/1577110391
3769,Duplex/Triplex,5 1/2,1,1 000,"7045 Rue Clark, Montréal, QC H2S 3G4, Canada",1 700,"7045 Rue Clark, Montr�al, QC H2S 3G4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-rosemont-la-petite-patrie-disponible-1-700/1562986006
3770,Duplex/Triplex,4 1/2,1,100,", Montreal H4P2G9 QC, Canada",1 650,", Montreal H4P2G9 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/abercorn-av-mont-royal-montreal-qc-h3r-2b4/1577105260
3771,Duplex/Triplex,4 1/2,1,900,"2357 Boulevard Rosemont, Montréal, QC H2G 1T9, Canada",1 500,"2357 Boulevard Rosemont, Montr�al, QC H2G 1T9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-4-1-2-a-louer-rosemont/1577087148
3772,Duplex/Triplex, 6 1/2 et coin détente,1,11 000,"H3W3A1, Canada",1 600,"H3W3A1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/haut-de-duplex-a-louer/1577082401
3773,Duplex/Triplex,4 1/2,1,900,"3676 Bd de la Concorde E, Laval, QC H7E 2C9, Canada",750,"3676 Bd de la Concorde E, Laval, QC H7E 2C9, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-a-louer-laval/1577049123
3774,Duplex/Triplex,3 1/2,1,200,"H2T1K2, Canada",150,"H2T1K2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/stationnements-parking-mile-end-plateau/1577015015
3775,Duplex/Triplex, 4 1/2 et coin détente,1,850,"1256 Rue Saint Mathieu, Montréal, QC H3H 2H8, Canada",1 750,"1256 Rue Saint Mathieu, Montr�al, QC H3H 2H8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedrooms-renovated-near-metro-guy-concordia-and-all-facil/1576971552
3776,Duplex/Triplex,3 1/2,1,650,", Montréal H2M 2L1 QC, Canada",1 000,", Montr�al H2M 2L1 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-ahuntsic-montreal/1576993292
3777,Duplex/Triplex,4 1/2,1,1 000,"H2P2R1, Canada",1 500,"H2P2R1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-grand-et-lumineux-tout-inc/1576985603
3778,Duplex/Triplex,6 1/2,1,900,"Av du Parc, Montréal, QC H2V 4H3, Canada",512,"Av du Parc, Montr�al, QC H2V 4H3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/room-lease-transfer-in-the-mile-end/1576982775
3779,Duplex/Triplex,5 1/2,1,18,"Avenue Baldwin, Montréal, QC H1K 3B5, Canada",Sur,"Avenue Baldwin, Montr�al, QC H1K 3B5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1576921114
3780,Duplex/Triplex,4 1/2,1,950,", lasalle H8P2N1 QC, Canada",955,", lasalle H8P2N1 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lasalle-8e-ave-grand-4-1-2-renove-large-2-bedrm-renovated/1576959558
3781,Duplex/Triplex,4 1/2,1,1 000,"12169 Blvd. Laurentien, Montreal, QC H4K 1N4, Canada",1 060,"12169 Blvd. Laurentien, Montreal, QC H4K 1N4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-huge-newly-renovated-4-and-1-2-apartment/1576915563
3782,Duplex/Triplex,6 1/2,1,1 300,", Ville Mont Royal H3P2J1 QC, Canada",1 950,", Ville Mont Royal H3P2J1 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/haut-de-duplex-a-louer-vrm-tmr/1576904391
3783,Duplex/Triplex,6 1/2,1,1 300,", Mont Royal H3P2J1 QC, Canada",1 950,", Mont Royal H3P2J1 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/upper-duplex-for-rent-tmr/1576902549
3784,Duplex/Triplex,5 1/2,1,1 200,"4935 Boulevard Léger, Montréal-Nord, QC H1G, Canada",1 200,"4935 Boulevard L�ger, Montr�al-Nord, QC H1G, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-1-2-a-louer-a-montreal-nord/1576889020
3785,Duplex/Triplex,5 1/2,1,1 250,"2747 Avenue Hector, Montréal, QC H1L 3X6, Canada",1 500,"2747 Avenue Hector, Montr�al, QC H1L 3X6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer-dans-mercier-hochelaga-mainsonneuve/1576886643
3786,Duplex/Triplex,5 1/2,1,500,"H2B2Z6, Canada",1 200,"H2B2Z6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1576877097
3787,Duplex/Triplex, 5 1/2 et coin détente,2,1 500,"3325 Rue de l'Université, Saint-Hubert, QC J3Y 5R3, Canada",1 950,"3325 Rue de l'Universit�, Saint-Hubert, QC J3Y 5R3, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-a-louer-st-hubert/1581743834
3788,Condo,3 1/2,1,750,"350 Boulevard de Maisonneuve O, Montréal, QC H3A 1L6, Canada",1 950,"350 Boulevard de Maisonneuve O, Montr�al, QC H3A 1L6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-centre-ville-meuble-fully-furnished-condo/1574885355
3789,Condo,3 1/2,1,650,"H2T1T8, Canada",1 200,"H2T1T8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-loft-a-louer/1574858865
3790,Condo, 4 1/2 et coin détente,1,1 000,"5850 Place Decelles, Montréal, QC H3S 1X5, Canada",1 500,"5850 Place Decelles, Montr�al, QC H3S 1X5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-cotes-des-neiges-hec-udem-hopital-juif/1565532819
3791,Condo,3 1/2,1,449,"H4P0C2, Canada",1 550,"H4P0C2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tmr-great-condo-for-rent/1574810789
3792,Condo,4 1/2,1.5,1 150,", H2V3V2, Outremont, QC",2 695,", H2V3V2, Outremont, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer-2-chambres-et-2-salles-de-bain-outremont/1574788262
3793,Condo, 4 1/2 et coin détente,1,634,"2020 Boulevard René-Lévesque O, Montréal, QC H3H 0B4, Canada",1 800,"2020 Boulevard Ren�-L�vesque O, Montr�al, QC H3H 0B4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/brand-new-condo-in-the-downtown-area-perfect-for-students/1565059373
3794,Condo, 4 1/2 et coin détente,1,750,"7085 Rue de Lunan, Brossard, QC J4Z, Canada",1 350,"7085 Rue de Lunan, Brossard, QC J4Z, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-apartment-for-rent/1574778681
3795,Condo, 3 1/2 et coin détente,1,800,"4580 Promenade Paton, Laval, QC H7W 4V4, Canada",1 800,"4580 Promenade Paton, Laval, QC H7W 4V4, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/super-condo-a-louer-sur-l-ile-paton-3-5-bord-de-l-eau/1574082932
3796,Condo,3 1/2,1,598,"1155 Rue de la Montagne, Montréal, QC H3G 0C7, Canada",1 725,"1155 Rue de la Montagne, Montr�al, QC H3G 0C7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/icone-condo-luxueux-3-1-2-avec-des-vues-non-obstruees/1565573858
3797,Condo,3 1/2,1,688,"64 Chemin Saint-François-Xavier, Candiac, QC J5R 5V4, Canada",1 250,"64 Chemin Saint-Fran�ois-Xavier, Candiac, QC J5R 5V4, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-3-1-2-neuf-a-louer-a-candiac/1574745018
3798,Condo,3 1/2,1,548,"6780 Blvd. Newman, LaSalle, QC H8N 0H5, Canada",1 200,"6780 Blvd. Newman, LaSalle, QC H8N 0H5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/a-louer-metro-angrignon-3-1-2-new-condo-for-rent/1574353005
