,type,bedroom,bathroom,size(sqft),address,price,Postal Code,lat,long,url
5656,Appartement,5 1/2,1,1 000,", villeray h2p2a4 QC, Canada",1 550,H2P,45.54755,-73.63205,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-a-louer-villeray-jarry-cremazie/1582186578
5657,Appartement,5 1/2,1,600,"3476 Saint-Hubert, H2L 3Z7, Montréal, QC",1 500,H2L,45.51962,-73.56794,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-location-ideale-plateau-mont-royal-mcgill-concordia/1582186484
5658,Appartement,5 1/2,1,1 100,"2665 Av. Aubert, Brossard, QC J4Z 2V6, Canada",1 395,J4Z,45.47449,-73.46186,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/nouveau-5-1-2-a-brossard/1582186206
5659,Appartement,3 1/2,1,600,"6300 Sherbrooke Est, H1N1C1, montreal, QC",745,H1N,45.57938,-73.54464,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-cadillac-beau-31-2-renove-745-poele-frigo-eau-chaude-incl/1582186036
5660,Appartement,4 1/2,1,1 300,"3156 Rue Saint-Zotique E, Montréal, QC H1Y 2K8, Canada",1 650,H1Y,45.555,-73.59091,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-100-renove-electro-parking-tout-incl-a-rosemont/1582186032
5661,Duplex/Triplex,5 1/2,1,975,"6200 Boul Milan, Brossard, QC J4Z 2A9, Canada",1 325,J4Z,45.46866,-73.44822,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/recherche-d-un-nouveau-locataire-pour-un-triplex-in/1580711534
5662,Duplex/Triplex,3 1/2,1,690,"Rue Lepailleur, Montréal, QC H1L, Canada",880,H1L,45.58642,-73.50882,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/moderne-et-grand-3-1-2-renove-triplex-a-montreal-bellerive/1580702602
5663,Duplex/Triplex,6 1/2,1,1 500,"H4B1R7, Canada",2 500,H4B,45.45582,-73.64055,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-concordia-loyola-4-bedrooms-fully-renovated/1580698190
5664,Duplex/Triplex, 7 1/2 +,2,1 900,"H3S2K6, Canada",3 200,H3S,45.50779,-73.62141,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/haut-de-duplex-deluxe-entierement-renove-ete-2021/1580681135
5665,Duplex/Triplex, 1 ½ ou 2 ½,1,1 200,"8964 Rue Lajeunesse, Montréal, QC H2M 1R9, Canada",600,H2M,45.5479,-73.64345,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/athunsic-cartierville-600-ch/1572169626
5666,Duplex/Triplex, 4 1/2 et coin détente,1,900,"1475 Regent Rd, Mount Royal, QC H3P, Canada",1 800,H3P,45.51767,-73.64434,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/upper-duplex-in-central-tmr-haut-de-duplex-central-a-vmr/1580651392
5667,Duplex/Triplex,4 1/2,1,900,"447 Chem. Bord-du-Lac, Dorval, QC H9S 2A7, Canada",895,H9S,45.4408,-73.73076,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/51-2-for-rent-dorval/1580649276
5668,Duplex/Triplex,5 1/2,1,1 000,"134 Hillcrest, H8r 1j4, Montreal, QC",1 295,H8R,45.44951,-73.65097,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-295-1br-1000ft2-5-1-2-3-bed-3-cac-ndg-october-novembe/1580629265
5669,Duplex/Triplex,5 1/2,2,1 500,"5537 Boulevard rosemont, H1T 2G8, Montreal, QC",2 000,H1T,45.57548,-73.5623,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-5-1-2-a-louer-nouveau-rosemont/1580622480
5670,Duplex/Triplex, 4 1/2 et coin détente,1.5,1 250,"H4A2Y5, Canada",1 900,H4A,45.47425,-73.62095,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-2br-2-offices-balcony-laundry-and-appliances-included/1580616688
5671,Duplex/Triplex,5 1/2,1,1 200,"11567 Av. Racette, Montréal-Nord, QC H1G 5J4, Canada",1 500,H1G,45.60373,-73.63017,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-5-1-2-a-louer-ayez-tous-les-avantages-d-une-maison-sans-le/1580609421
5672,Duplex/Triplex, 4 1/2 et coin détente,1,1 200,"Rue Dawn, Montréal, QC H8R 2Y4, Canada",1 300,H8R,45.42076,-73.64177,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-haut-de-duplex/1580604858
5673,Duplex/Triplex,4 1/2,1,850,"2587 Boul des Trinitaires, Montréal, QC H4E 2R6, Canada",1 170,H4E,45.4457,-73.5933,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-renovated-4-1-2-second-floor-of-triplex/1580589798
5674,Duplex/Triplex,4 1/2,1,850,"2587 Boul des Trinitaires, Montréal, QC H4E 2R6, Canada",1 250,H4E,45.4457,-73.5933,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renove-4-1-2-du-triplex-angrignon/1580587541
5675,Duplex/Triplex,5 1/2,1,800,"64 Rue Villeneuve E, Montréal, QC H2T 1K9, Canada",1 600,H2T,45.52215,-73.58861,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-3bedroom-apartment-for-rent-furnished-1600/1580575828
5676,Duplex/Triplex, 4 1/2 et coin détente,1,800,"10563 Rue Sophie-de-Grouchy, Montréal, QC H1C 2E7, Canada",1 500,H1C,45.66784,-73.5519,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-style-condo/1580554823
5677,Duplex/Triplex,5 1/2,1,850,"Montreal, verdun H4G 1W2 QC, Canada",1 300,H4G,45.46144,-73.56682,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-51-2-apartment-close-the-metro-for-rent-1300/1580553191
5678,Duplex/Triplex,5 1/2,1,850,"Rue Wellington, Verdun, QC H4G 1W2, Canada",1 300,H4G,45.46144,-73.56738,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-51-2-apartment-deside-metro-de-leglise-for-rent-1300/1580552458
5679,Duplex/Triplex,5 1/2,1,1 200,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",1 700,H4L,45.50594,-73.6767,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-5-1-2-large-including-heating-for-rental/1580547588
5680,Duplex/Triplex,5 1/2,1,1 200,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",1 700,H4L,45.50594,-73.6767,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-5-1-2-large-including-heating-for-rental/1580547416
5681,Duplex/Triplex,5 1/2,1,1,", J7E 5H2, Sainte-Thérèse, QC, Canada",Sur,J7E,45.64083,-73.82148,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/5-1-2-a-louer-disponible-september-octobre/1580532018
5682,Duplex/Triplex,4 1/2,1,900,"276 Rue Saint-Louis, LeMoyne, QC J4R 2L6, Canada",1 265,J4R,45.5017,-73.49269,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-appartment-longueuil-5-appliance-2-parking-at-yard/1580500127
5683,Duplex/Triplex, 7 1/2 +,1.5,1 000,"3510 Hôtel de Ville, H2x3b4, Montreal, QC",2 550,H2Y,45.50892,-73.55433,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-montreal/1580488783
5684,Duplex/Triplex,5 1/2,1,1 360,", St-Hubert  J4T2K4 QC, Canada",1 600,J4T,45.48799,-73.46734,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-a-louer-rue-mance-st-hubert-3plex-construction-2021/1580482289
5685,Duplex/Triplex, 5 1/2 et coin détente,2,1 300,"Edgemore, Cote St Luc H4W1V6 QC",1 525,H4W,45.46931,-73.66206,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-renovated-upper-duplex-for-rent-in-prime-cote-st-luc/1580443675
5686,Duplex/Triplex,4 1/2,1,750,"584 14e Av, LaSalle, QC H8P 2R8, Canada",1 150,H8P,45.4255,-73.60391,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-renove-a-lasalle-riverside-pres-de-tous-les-services/1580472928
5687,Duplex/Triplex,4 1/2,1,975,"284 Bd Monchamp, Saint-Constant, QC J5A 2S7, Canada",1 090,J5A,45.37315,-73.58361,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/4-1-2-avec-garage-a-louer/1580449058
5688,Duplex/Triplex,5 1/2,2,1 200,"11570 Av. de Poutrincourt, Montréal, QC H3M 1Z8, Canada",1 475,H3M,45.53261,-73.69386,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/impeccable-5-5-a-louer-for-rent/1580446989
5689,Duplex/Triplex,3 1/2,1,1,"84 Rue du Rossignol, Brownsburg, QC J8G 1N5, Canada",750,J8G,45.63523,-74.39282,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beau-3-1-2-neuf-libre-immediatement-brownsburg-chatham-750-mois/1580446332
5690,Duplex/Triplex,4 1/2,1,1 000,"721 Rue Walnut, Montréal, QC H4C 3E5, Canada",2 300,H4C,45.4732,-73.59402,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-luxueux-a-louer-duplex/1580445499
5691,Duplex/Triplex, 5 1/2 et coin détente,2,1 500,"3325 Rue de l'Université, Saint-Hubert, QC J3Y 5R3, Canada",1 950,J3Y,45.46992,-73.37423,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-a-louer-st-hubert/1581743834
5692,Duplex/Triplex,4 1/2,1,1 000,"721 Rue Walnut, Montréal, QC H4C 3E5, Canada",2 300,H4C,45.4732,-73.59402,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-luxueux-a-louer-duplex/1580445499
5693,Duplex/Triplex, 7 1/2 +,2.5,1,"84 Rue du Rossignol, Brownsburg, QC J8G 1N5, Canada",1 495,J8G,45.63523,-74.39282,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/tres-grand-8-1-2-neuf-3-etages-libre-immediatement-1495-mois/1580445105
5694,Duplex/Triplex, 5 1/2 et coin détente,1,950,"Av. Athènes, Brossard, QC J4Z 2W2, Canada",1 295,J4Z,45.4762,-73.46161,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-brossard-3-bed-room-3-plex-15-mint-mtl-dispo-1ier-septbr/1580426089
5695,Duplex/Triplex,5 1/2,1,1 000,"2587 Rue Desmarteau, Montréal, QC H1L 4N2, Canada",1 249,H1L,45.60557,-73.51926,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-petit-5-1-2/1580425606
5696,Duplex/Triplex,3 1/2,1,650,"Rue Drouart, Montréal, QC H3M 2S3, Canada",1 050,H3M,45.53441,-73.68367,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-a-louer/1580407211
5697,Duplex/Triplex,3 1/2,1,750,"2435 Rue Fullum, Montréal, QC H2K 3P3, Canada",1 300,H2K,45.53309,-73.56054,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-avec-terrace-ville-marie/1580403511
5698,Duplex/Triplex,6 1/2,1,2 000,"1258 Rue Stephens, Verdun, QC H4H 2G9, Canada",2 200,H4H,45.44511,-73.58365,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bas-de-duplex-4-chambres-jardin-et-3-stationnements-verdun/1580401103
5699,Duplex/Triplex,5 1/2,1,1 600,"898 Rue Maher, LaSalle, QC H8R 2S3, Canada",1 200,H8R,45.42436,-73.63234,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-5-1-2-a-louer-2eme-etage/1580379800
5700,Appartement, 1 ½ ou 2 ½,1,Non,"8505 Saint-Dominique, Montreal, QC, H2P 2L6",820,H2P,45.54153,-73.63721,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/villeray-11-2-tout-inclus-820-metro-cremazie-550m/1548811389
5701,Appartement,3 1/2,1,Non,"1155 Mackay Street, Montreal, QC, H3G 0G2",1 575,H3B,45.49483,-73.57459,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/50-de-reduction-sur-votre-loyer-50-off-your-rent-for-2-months/1573191698
5702,Appartement,4 1/2,2,Non disponible,"3355 Queen Mary, Montreal, QC, H3V 1A5",1 650,H3V,45.49615,-73.61881,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-concorde-2-bedroom-2-bath-zoom-floorplan-apartment-for/1571127864
5703,Appartement,3 1/2,1,Non disponible,"3355 Queen Mary, Montreal, QC, H3V 1A5",1 300,H3V,45.49615,-73.61881,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-concorde-1-bedroom-1-bath-zoom-floorplan-apartment-for/1571127857
5704,Appartement,4 1/2,1,Non disponible,"3355 Queen Mary, Montreal, QC, H3V 1A5",1 650,H3V,45.49615,-73.61881,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-concorde-2-bedroom-1-bath-zoom-floorplan-apartment-for/1571127835
5705,Appartement, 1 ½ ou 2 ½,1,Non disponible,"3355 Queen Mary, Montreal, QC, H3V 1A5",1 015,H3V,45.49615,-73.61881,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/place-concorde-bachelor-zoom-floorplan-apartment-for-rent/1571127851
5706,Appartement,5 1/2,2.5,Non disponible,"1445 Stanley Street, Montreal, QC, H3A 3T1",4 900,H3A,45.49994,-73.57445,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-demetrius-penthouse-3-bedroom-2-5-bath-zoom-floorplan-a/1571125168
5707,Appartement,4 1/2,1,Non disponible,"1445 Stanley Street, Montreal, QC, H3A 3T1",2 300,H3A,45.49994,-73.57445,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-demetrius-2-bedroom-1-bath-zoom-floorplan-apartment-for-r/1571125166
5708,Appartement,3 1/2,1,Non disponible,"1445 Stanley Street, Montreal, QC, H3A 3T1",1 600,H3A,45.49994,-73.57445,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-demetrius-1-bedroom-1-bath-zoom-floorplan-apartment-for-r/1571125164
5709,Appartement,4 1/2,2,Non disponible,"5999 av de Monkland, Montreal, QC, H4A 1H1",1 815,H4A,45.47153,-73.62689,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5999-monkland-2-bedroom-2-bath-zoom-floorplan-apartment-for/1571113248
5710,Appartement,5 1/2,2,Non disponible,"5999 av de Monkland, Montreal, QC, H4A 1H1",Sur,H4A,45.47153,-73.62689,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5999-monkland-3-bedroom-2-bath-zoom-floorplan-apartment-for/1571113260
5711,Appartement,3 1/2,1,Non disponible,"5999 av de Monkland, Montreal, QC, H4A 1H1",1 345,H4A,45.47153,-73.62689,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5999-monkland-1-bedroom-1-bath-zoom-floorplan-apartment-for/1571113250
5712,Appartement, 1 ½ ou 2 ½,1,Non disponible,"5999 av de Monkland, Montreal, QC, H4A 1H1",1 075,H4A,45.47153,-73.62689,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5999-monkland-bachelor-zoom-floorplan-apartment-for-rent/1571113257
5713,Appartement,3 1/2,1,Non,"8035, boul. Saint-Laurent, Brossard, QC, J4X 0B1",1 495,J4X,45.45572,-73.49424,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/appartements-a-1-chambre-3-1-2-de-style-condo-a-brossard/1505782835
5714,Appartement,3 1/2,1,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",1 275,H4W,45.47713,-73.66246,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-1-bedroom-apartment-for-rent-in-cote-st-luc/1525467825
5715,Appartement,5 1/2,2,1 850,"4555 Bonavista Avenue, Montreal, QC, H3W 2C7",4 995,H3Y,45.48428,-73.61686,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/modern-penthouse-3beds-2baths-westmount-adj-id-1432/1579692622
5716,Appartement,3 1/2,1,Non,"5775 Cavendish Boulevard, Montreal, QC, H4W 3L9",1 275,H4W,45.47713,-73.66246,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-chambre-appartements-de-type-condo/1525467826
5717,Appartement,6 1/2,1,1 100,"1916 de l'Église, Montreal H4E 1G8 QC, Canada",1 795,H4G,45.46297,-73.5713,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-6-juillet-3-cac-renove-cour-tranquille/1567131364
5718,Appartement,3 1/2,1,350,"8251 Bd Wilfrid Pelletier, Anjou, QC H1K 1L8, Canada",795,H1K,45.60614,-73.5532,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-anjou-proche-honore-beaugrand/1582508565
5719,Appartement,4 1/2,2,1 000,"3620, boulevard Saint-Elzéar Ouest, Laval, QC, H7M 1E2",1 575,H7P,45.56966,-73.77288,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-condo-neuf-a-louer-a-laval/1505790453
5720,Appartement,3 1/2,1,700,"284 Bd Cartier O, Laval, QC H7N 2J2, Canada",790,H7N,45.55699,-73.69743,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-a-louer-pres-du-metro-cartier/1582649114
5721,Appartement, 1 ½ ou 2 ½,1,Non,"4825 COTE STE-CATHERINE, Montreal, QC, H3W 1M4",899,H3W,45.49218,-73.63377,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-et-3-1-2-a-louer-metro-hec-udm-promotion-montreal/1505846052
5722,Appartement,3 1/2,1,Non,"11825 Ranger, montreal, QC, H4J 2K7",899,H4J,45.52483,-73.7099,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-11825-ranger-montreal-st-laurent-cartierville/1505769280
5723,Appartement,4 1/2,1,Non,"3286 RUSHBROOKE, montreal, QC, H4J 1S7",1 299,H4G,45.47017,-73.56559,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-a-louer-renove-1-mois-gratuit/1505787168
5724,Appartement, 1 ½ ou 2 ½,1,Non,"3435-3441 JEANNE MANCE, Montreal, QC, H2X 2J7",875,H2X,45.50989,-73.57186,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-mois-gratuit-2-1-2-downtown-furnished-apartment-mcgill/1505846089
5725,Appartement,4 1/2,1,Non,"9653 LAJEUNESSE, MONTRÉAL, QC, H3L 2C8",1 599,H3L,45.55132,-73.65439,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-mois-gratuit-metro-sauve-condo-neuf-ahuntsic-4-1-2/1505769535
5726,Appartement,3 1/2,1,Non,"9653 LAJEUNESSE, MONTRÉAL, QC, H3L 2C8",1 250,H3L,45.55132,-73.65439,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-mois-gratuit-lajeunesse-condo-neuf-ahuntsic-3-1-2/1505769536
5727,Appartement, 1 ½ ou 2 ½,1,Oui,"3435-3441 JEANNE MANCE, Montreal, QC, H2X 2J7",1 099,H2X,45.50989,-73.57186,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1mois-gratuit-one-month-free-1-1-2-downtown-furnished-mcgill/1516243802
5728,Appartement,4 1/2,1,950,"1868 avenue Bourbonnière, H1W3N6, Montréal, QC",1 800,H1W,45.54763,-73.54218,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-avec-garage-double-hochelaga-homa/1581394059
5729,Appartement,3 1/2,1,710,"4800 rue Paul-Pouliot, Pierrefonds, QC, H9K 0A7",1 170,H9K,45.45887,-73.89546,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/nouveau-condo-3-1-2-a-louer-a-pierrefonds/1505845188
5730,Appartement,4 1/2,1,750,"4627 Ave Christophe-Colomb, Montreal, QC H2J 3G7, Canada",1 600,H2J,45.52911,-73.581,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-mont-royal-4-1-2/1582433725
5731,Appartement,4 1/2,1,Non,"1060 Crémazie Ouest, Montreal, QC, H3N 1A4",920,H3N,45.5307,-73.64699,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/super-4-1-2-cremazie-ouest-parc-extension/1539392563
5732,Appartement,5 1/2,2,1 300,"12695 54e Avenue, Montréal, QC H1E 2J9, Canada",1 700,H1E,45.65734,-73.57409,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-5-2-a-louer-pres-de-la-riviere-des-prairies/1581861161
5733,Appartement,4 1/2,1,1 000,"8031 Chem. Avon, Montréal-Ouest, QC H4X 1L7, Canada",1 500,H4X,45.45178,-73.64135,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/because-you-deserve-spacious-bright-renovated-2bd-mtl-west/1582643970
5734,Appartement,5 1/2,1,800,"2080 Rue Wellington, Montréal, QC H3K 1W9, Canada",1 700,H3K,45.47811,-73.55864,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/because-you-deserve-a-renovated-3-bed-home-point-st-charles/1582643465
5735,Appartement, 1 ½ ou 2 ½,1,230,"7270 R. Durocher, Montréal, QC H3N 1Z9, Canada",1 000,H3N,45.5293,-73.62437,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-rent-studio-at-park-metro-station-1-1-2/1582643393
5736,Appartement,3 1/2,1,1 010,"4716 Rue Fulton, Montréal, QC H3W 1T9, Canada",850,H3W,45.48995,-73.62584,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-snowdon:-3-1-2-disponible-maintenant/1582643347
5737,Appartement,3 1/2,1,Non disponible,"11265 Av Omer-Heroux, Montréal-Nord (Montréal), QC, H1G 4V8",850,H1G,45.60355,-73.62252,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-3-1-2-a-louer-montreal-nord-pres-des-services/1582624591
5738,Appartement,5 1/2,2,1 230,"3620, boulevard Saint-Elzéar Ouest, Laval, QC, H7M 1E2",2 170,H7P,45.56975,-73.7726,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/new-5-1-2-in-laval-near-the-marche-440/1579217050
5739,Appartement,4 1/2,1,Non,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 900,H3C,45.50011,-73.55975,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-location-location-location-downtown-2-months-free/1505844414
5740,Appartement,4 1/2,1,875,"2275 Av Girouard, Montréal, QC H4A 3C4, Canada",1 195,H4A,45.47237,-73.61135,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-ndg-large/1578719331
5741,Appartement, 1 ½ ou 2 ½,1,525,"700 rue de Gaspé, Verdun, QC, H3E 1H2",899,H3E,45.46642,-73.55013,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-5-a-louer-iles-des-soeurs-nuns-island-700-rue-de-gaspe/1579299542
5742,Appartement,5 1/2,1,1 000,"2885 Rue Ontario E, Montréal, QC H2K 1X6, Canada",1 300,H2K,45.53692,-73.55019,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-ville-marie-renove/1581942815
5743,Appartement,4 1/2,1,1,", Montreal h4v2v6 QC, Canada",955,H4V,45.47318,-73.64509,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-4-1-2-a-louer-955/1581406606
5744,Appartement, 1 ½ ou 2 ½,1,300,"3360 Rue Goyer, Montréal, QC H3S 1J1, Canada",865,G3S,45.50414,-73.63532,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-cdn-renove/1581406481
5745,Appartement,3 1/2,1,1,"2000 Rue Saint-Marc, Montréal, QC H3H 2N9, Canada",1 107,H3H,45.49352,-73.58215,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1107-month-for-3-1-2-in-downtown-montreal/1581406251
5746,Appartement,4 1/2,1,900,"1483 Rue Sainte-Catherine E, Montréal, QC H2L 2H9, Canada",Sur,H3G,45.52101,-73.55401,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer-dans-le-coeur-du-village/1550311639
5747,Appartement,4 1/2,1,900,"45 2e Avenue, Verdun, QC H4G 2W2, Canada",1 495,H4G,45.45784,-73.56443,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-ensoleille-refait-a-neuf-verdun/1581340236
5748,Appartement, 1 ½ ou 2 ½,1,240,"H2T2C1, Canada",675,H2T,45.52461,-73.59027,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacieux-1-1-2-plateau-mile-end/1581339873
5749,Appartement,4 1/2,1,750,"6880 25e Avenue, Montréal, QC H1T 3L9, Canada",1 050,H1T,45.56636,-73.58529,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-apartment-for-rent-rosemont/1580079966
5750,Appartement,4 1/2,1,Non,"5025 Jean-Talon Ouest, Montreal, QC, H4P 0C3",1 735,H4P,45.49625,-73.65108,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/vue-6-:-nouvel-appartement-4-1-2-a-louer-pres-de-metro-namur/1519229034
5751,Appartement,5 1/2,1,850,"2499 Rue L.-O.-David, Montréal, QC H2E 1M5, Canada",1 300,H2E,45.55565,-73.60691,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-bedrooms-metro-iberville-available-1st-october/1581339094
5752,Appartement,3 1/2,1,500,"J6N 1T4, Canada",750,J6N,45.31523,-73.85917,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/logement-a-louer-3-1-2-a-beauharnois-centre-ville/1581338228
5753,Appartement, 1 ½ ou 2 ½,1,500,"1199 Rue Bishop, Montréal, QC H3G 2A9加拿大",1 300,H3G,45.49595,-73.57484,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bishop-studio-for-rent/1581337762
5754,Appartement,4 1/2,1,610,", Montreal H2R1Z9 QC, Canada",870,H2R,45.53815,-73.62062,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/echange-swap-4-6-5-villeray-petite-italie-petite-patrie/1572502933
5755,Appartement,4 1/2,1,730,"Montréal, QC H2H 2H6, Canada",1 313,H2H,45.53537,-73.56675,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-mont-royal/1581336096
5756,Appartement,4 1/2,1,1,"7169 Rue Chabot, Montréal, QC H2E 2K7, Canada",1 450,H2E,45.54945,-73.6063,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-neufs-avec-electros-et-internet-villeray-au-1er-septembre/1571870685
5757,Appartement,3 1/2,1,592,"Ville de Montréal, 275 Rue Notre Dame E, Montréal, QC H2Y 1C6, Canada",1 300,H2Y,45.50886,-73.55421,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4433-hotel-de-ville/1581335376
5758,Appartement, 1 ½ ou 2 ½,1,Non,"1680 Avenue Lincoln, Montréal, QC, H3H 1G9",Sur,H3H,45.49532,-73.58102,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/high-end-rental-project-in-downtown-montreal-link-apartements/1576567037
5759,Appartement,4 1/2,1,1 100,"37 Roosevelt 0202, Mont-Royal, QC, H3R1Z3",2 650,H3R,45.51497,-73.64172,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/newly-renovated-4-5-for-rent-town-of-mount-royal-id-1412/1577604214
5760,Appartement,4 1/2,1.5,850,"787 Rue Hickson, Verdun, QC H4G 2K6, Canada",1 125,H4G,45.46528,-73.57315,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-completely-renovated-verdun-4-1-2/1582382902
